person_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49
00a1r,2.7762125362167986,-0.936191302404488,-2.203102099966905,-1.1760474456794983,-0.4822596870499496,0.3808710498678296,1.3485805541840707,-1.092223986559222,-0.6530020872750192,-3.416253582911723,-0.08916647884568095,-0.8509301745426847,-1.8090881920596886,-1.3759495313725656,1.6540678666420634,-0.9055803014460206,-1.3978757595472078,0.7410194349487893,-0.14151520179005747,-0.3540869435555552,0.2809546985225692,0.6552494723878597,0.5413104896279324,0.21978810263968943,0.5740302003599594,-1.3967264018114305,-3.4218101852329417,0.7519550551233136,-0.4260857930419449,-2.81350954266517,-0.8155314262715271,0.8256098134556255,-0.5763714140140314,1.4684730565859507,-0.3908378936730445,0.7517688786109927,-1.1104344421521157,-1.2446284826224208,1.3644432209246484,0.7736727229060086,-0.24729637230259283,0.43307124481853176,-0.4843632570734285,-0.7029357829869906,1.8251917610572723,-0.6761649495272131,-3.419737369075255,0.02064440189896654,1.3636541450638089,-0.5691160598359664
0cy1x,-0.6751504191540362,-6.2763427754585255,-5.523292507204367,-3.6304140116350596,-0.440379666209993,-0.6618592117236961,1.462162008329541,1.472474918246292,0.6921715307768429,-0.6364668756179358,1.2035217374074272,-1.3820628595463076,-3.331179350284768,-3.3440762128012897,2.6797275136235847,2.465363338660085,3.6111210718463442,-1.050058229208311,1.227257179450467,0.7241490583997643,-1.4929866898067017,-0.9828565869124091,-0.8359574727138683,2.457278435007396,0.21552040731702907,0.843238892870446,0.9005082087368682,-0.5061080510970879,-0.9377658185436708,1.3810392255903754,-0.7298310499294208,0.4203334888564162,0.5557491957185726,0.6743466345570175,-0.2050774890235584,1.403145932784411,-2.504597872524688,0.6025674333147739,0.46759663258020306,-0.8895000194748268,-0.7905446754970787,0.20104271008509958,-0.08569525229630183,1.3720356642372609,0.9592224278941458,0.9578893221966537,1.0330538335629218,1.233254343258812,0.4811238125425872,-0.38043605171622147
0di48,4.941614074160089,-0.443686692071771,5.688268790831289,2.36623440174989,0.20874803777464895,2.138575293814547,2.9520027984806627,0.3867227131225496,-0.9309650415722069,2.2977747707099745,-1.107261384121961,0.12185494568065751,4.511952855981801,1.448448020138763,-0.8493867848930365,1.5826372265711106,-0.5612265034412975,-1.6979529356449568,-1.3193013181279085,0.6862503646374659,2.041434773566263,2.1816933281307325,1.758456911363662,-1.7559791974634908,-0.3682596693137585,1.7923716780703194,-1.1416906945566816,0.4729107555778522,0.9737549982262157,-2.509870661626476,2.2626744876382987,-0.7458947171454662,-1.7307717772394318,1.9787339275266782,-1.716933576780854,0.4499370846606582,1.0209285106522326,0.23748871236841337,2.3201867293054175,-1.972352518140898,0.14738267315520728,-1.5571541434357952,1.1261089532447919,0.5303473414927085,-1.6512705700832258,-0.20760998712349346,2.108438905615361,1.839049209592521,-0.0023700822835243285,-1.8069883001249607
0ifq6,-18.42836063605721,-14.072054686961183,-1.7399343131085363,5.533204125354816,3.9151472355889108,-0.9335219608760557,-2.4280401939544634,4.6628264951985905,-1.437225942831286,0.6766817458115711,-0.04137399885995429,1.0266351474493671,-0.08757654854122524,-1.2150582011595439,-1.9482936657175967,-1.5942017859188164,0.4332520791455616,0.9271263023002488,-1.1349212777481237,-1.552374199603829,-1.494528972097608,-1.983014455171143,-0.970631609632169,-0.4749892594235268,3.7823041437259333,1.8090772186508102,-2.0246012877713273,-2.245013436037148,-1.0973235625483955,2.103229992275038,0.3097252104998652,0.5629366921615394,3.1986911643185234,0.8187806794084005,-0.32704582577943936,-1.0340656031475757,1.3041486380623653,-0.3461200026689435,1.0029184959813517,0.8996919014758212,0.060471604703588956,0.5577761818884134,2.9465129699812915,-1.4476092241182443,-0.3557892707006165,-0.5541806756772988,-1.5924983377962654,-0.15395340228523777,-1.677633758965368,0.11891310656118678
0ldjp,-7.20440882900701,10.455589190726062,-0.8715685007001264,5.186994609800638,-4.109417500533375,4.0232880104736095,-1.1881246796246854,6.408816131500844,2.4039902010222916,1.3993586729373761,1.2442090210436239,-1.5111724889853981,-3.980414126442353,0.38077415561166933,-3.094243200324869,3.7124359619147875,2.837251614678817,-1.4423127807225942,-1.4268028094452498,1.7279602627043085,-2.876180729114868,-2.176100676191744,-1.2261807137768777,-2.630316951069147,-1.8225233291739258,2.137301039514093,-3.3226140433716105,3.4310754514692388,0.9789791784055114,0.4014463419742712,-1.1549553533326418,0.7025631485622494,-5.086326651233521,1.3501519002349793,-2.850187352697333,3.0672162240759704,-2.9787258036995006,1.7105496274405823,1.7909218141559269,1.9834758252365328,0.30850419993193723,3.191934049220129,2.442585057815995,-1.9764322878257636,1.786356587322476,-1.4312915860283373,0.6704903989593869,0.9259563197867973,-1.462016258516384,1.0069663001575149
0xhxd,-4.480620225969813,0.6817158475936735,5.688809125894861,0.033213093499937965,6.24673189260617,-3.836508302939142,-1.0606332613692395,-0.6213629519894139,-1.1875726918193166,0.07248216220897154,4.4127669328759485,-0.3364415061286407,-2.129091278167185,0.5346964729618904,3.7228197587762426,3.163726837945977,1.3786265888254055,1.3034789143605021,-4.4500663487547625,0.14076525935655337,1.7485690500948898,0.3979395908703069,-1.774749476093197,1.1371065786988792,-2.6507127633771157,1.484224648470197,-1.127979792793331,0.29675511324882436,-1.589069981269142,0.4803302175393294,-0.07478357909451849,2.09534932823075,-3.1247768037706196,-2.208901559078233,-1.137262002230007,4.087703957889055,0.9541241873701881,0.81944680783781,0.8800175506236656,-0.28542429013268095,-1.030515621906628,-0.07627696820909953,-4.1607572703330025,0.9827523929588382,-2.9914080282768136,-1.8686212830093383,-1.3918787018599488,1.0451927187801444,-1.9573232581753182,-1.0155367011878207
17cwz,-0.27634059781305514,5.882725447626275,-5.932376109789391,1.696118586993509,1.0164372148521947,2.3937248697184144,-0.2239560684951777,0.7697389575768928,-3.024073600699856,-4.312530287193006,-0.8618825903804846,1.5087631436234084,0.9005793892995302,0.2695404400777576,2.5054775351132017,4.785946417190128,1.0894602324339084,-0.8147420805730521,0.7800928919262817,-4.517331117661927,1.200161958400197,2.077228719320495,-0.9560473763803513,-2.396651916250788,0.7066583152618318,2.196848207182757,-2.171424772007038,2.155377149506432,-0.1191077623055157,-1.6582366718181698,0.7253597560917098,-3.064669860352291,0.645452672914908,-1.04637358254002,-0.552189879855424,-0.41623858602786995,0.15367538108193413,0.6352811318581322,1.6057444993168983,-0.5643358671296922,-0.12385975050314535,-0.5739671816620976,-1.282803271978889,-1.4819429634463808,1.2823413848636729,1.404508882862444,-0.029584008344491288,-3.953094240729639,1.1083823060017015,-0.9380129882912036
1b3hy,4.512572800841191,-4.138489039956293,0.9765910500261278,-6.201604130189483,0.8983940150499387,-0.09138957866374274,1.2368543892730663,-2.4225674494510856,-0.4676842231162234,0.8887388293150233,1.1598656780384287,0.6816571756781107,-1.5658576521779353,-1.9748535607580637,-2.8487533721703797,-0.5099420782038785,-1.5470728160331912,-1.4174671743808103,0.9619101613800444,0.040612994829006314,-0.06659377532439463,2.3723931376777445,-0.6868404597308596,0.29885920406668165,-0.02614794474667952,0.17529745209489378,0.07288044436742674,-0.39308618086442854,0.31839529133351624,0.08622420404252659,-1.6324130094711908,-3.016940707532461,-0.08159773967032893,0.5171250456454722,0.8707745571890514,1.0047743733180654,2.0980732916236526,-0.43048704335515764,1.1670784592632255,0.003788138277656759,0.48108874846203786,0.8411293607756136,-0.3274860314827898,1.5422839371256252,0.17768875147108165,-1.269603380278028,-0.30681655234413585,-1.4908761032543145,1.2253977654809216,-1.8386970133863756
1njfu,-4.055800820506553,1.613072624371767,-4.931104055072667,-2.39852401025462,0.8657698516331624,-2.5400652918199835,1.5951716456501417,0.9226507435508076,-0.1997377693367152,0.3881153094565424,-1.2480591786062605,-1.6741769615951965,0.9711084293247187,0.21679792102107714,0.6455876939852243,0.5710981262853582,0.38275324498060453,-0.7113888253575706,-0.5315710582622948,-1.6276378731666852,-1.5388401506967861,-2.9803014200502562,0.729340882722328,0.11782124577490619,1.6464742011289817,-1.6503057637749545,-0.45422852358643245,0.7126654485237778,0.6956663602800961,1.6295965329414273,-0.282802360693989,-0.3392234537312817,-0.715559592372279,0.815766922238417,3.4288267239018033,2.2075263159990013,1.6590559148145534,-0.08893970275166663,0.5336098129939794,-0.19472384753017338,0.49120191943315583,-3.301617186014716,1.579594073336302,-2.9900758915469763,-2.131444125899651,1.2828478502062568,0.7309380425147207,-0.49994235899447076,-1.0742086179065482,-1.9955100269518928
1o3dm,-2.1102447594828626,1.774992107599428,-7.695753761852048,-2.7106045822925062,-1.4900283017781293,-0.8953648877074825,2.0427409996833927,-0.4201097858034511,-3.567349725808228,1.1130307022385448,1.4067769289604248,-2.4023311812874852,5.296306071484042,1.3957766091384827,-0.47722451499971225,-0.4313198715071008,-1.1341537828419705,-1.8999547518265996,1.3104935946575988,0.47499493482071053,-2.715453416460278,-0.9985194624552999,-1.1552099152637612,-3.147039928898245,-0.9180810268024666,0.03486640323857121,1.476174633249757,0.6930675174320816,-0.8237231905060661,-0.6378615239483445,-0.7286233018249171,0.21431756114692846,1.1114664098559028,-2.47598348101813,-1.2731741029405153,-0.6472259990338398,1.15996985957605,-0.2013875893633766,-0.24438918399620754,-0.23219707619209215,0.5306077970545892,-0.11343391260319922,0.6086860212320669,-0.6058190611171441,0.1825685899790332,0.08946659536842627,-0.5313123205685626,-1.0577193588700309,-2.740433593790458,0.38629595734124317
